'TEAM_ID', 'FGA', 'FG_PCT', 'FG3A', 'FG3_PCT', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'AST', 'STL', 'BLK', 'TO', 'PF', 'PTS', 'HOME', 'TEAM_ID_O', 'FGA_O', 'FG_PCT_O', 'FG3A_O', 'FG3_PCT_O', 'FTA_O', 'FT_PCT_O', 'OREB_O', 'DREB_O', 'AST_O', 'STL_O', 'BLK_O', 'TO_O', 'PF_O', 'PTS_O', 'HOME_O'
1610612759.0, 75.0, 0.52, 12.0, 0.583, 15.0, 0.733, 12.0, 38.0, 28.0, 5.0, 7.0, 14.0, 21.0, 96.0, 0.0, 1610612746.0, 75.0, 0.347, 12.0, 0.083, 21.0, 0.667, 13.0, 22.0, 15.0, 7.0, 6.0, 13.0, 20.0, 67.0, 1.0, 1
1610612758.0, 90.0, 0.456, 24.0, 0.292, 16.0, 0.75, 16.0, 28.0, 24.0, 10.0, 4.0, 6.0, 13.0, 101.0, 0.0, 1610612746.0, 87.0, 0.46, 12.0, 0.333, 9.0, 0.556, 14.0, 31.0, 22.0, 2.0, 5.0, 11.0, 11.0, 89.0, 1.0, 1
1610612760.0, 95.0, 0.484, 19.0, 0.368, 21.0, 0.714, 17.0, 33.0, 30.0, 9.0, 6.0, 14.0, 23.0, 114.0, 0.0, 1610612746.0, 92.0, 0.457, 19.0, 0.421, 25.0, 0.72, 11.0, 30.0, 22.0, 7.0, 12.0, 11.0, 21.0, 110.0, 1.0, 1
1610612749.0, 85.0, 0.553, 17.0, 0.471, 13.0, 0.769, 7.0, 36.0, 31.0, 10.0, 3.0, 12.0, 20.0, 112.0, 0.0, 1610612746.0, 85.0, 0.424, 20.0, 0.3, 20.0, 0.65, 12.0, 31.0, 19.0, 7.0, 1.0, 15.0, 13.0, 91.0, 1.0, 1
1610612746.0, 74.0, 0.365, 10.0, 0.1, 27.0, 0.704, 12.0, 31.0, 16.0, 5.0, 8.0, 14.0, 26.0, 74.0, 0.0, 1610612754.0, 81.0, 0.407, 4.0, 0.5, 28.0, 0.75, 17.0, 35.0, 17.0, 6.0, 5.0, 12.0, 23.0, 89.0, 1.0, 2
1610612750.0, 82.0, 0.488, 12.0, 0.5, 14.0, 0.643, 12.0, 31.0, 28.0, 5.0, 3.0, 12.0, 21.0, 95.0, 0.0, 1610612746.0, 81.0, 0.444, 13.0, 0.077, 22.0, 0.727, 12.0, 29.0, 21.0, 4.0, 7.0, 7.0, 18.0, 89.0, 1.0, 1
1610612746.0, 86.0, 0.395, 5.0, 0.2, 19.0, 0.684, 16.0, 27.0, 18.0, 5.0, 5.0, 7.0, 18.0, 82.0, 0.0, 1610612754.0, 74.0, 0.446, 7.0, 0.286, 23.0, 0.739, 11.0, 35.0, 12.0, 3.0, 7.0, 11.0, 19.0, 85.0, 1.0, 2
1610612747.0, 79.0, 0.43, 19.0, 0.158, 36.0, 0.667, 11.0, 22.0, 20.0, 9.0, 2.0, 14.0, 24.0, 95.0, 0.0, 1610612746.0, 82.0, 0.561, 15.0, 0.467, 32.0, 0.594, 13.0, 34.0, 20.0, 7.0, 1.0, 15.0, 28.0, 118.0, 1.0, 2
1610612746.0, 71.0, 0.38, 12.0, 0.333, 30.0, 0.5, 10.0, 25.0, 14.0, 10.0, 11.0, 18.0, 19.0, 73.0, 0.0, 1610612766.0, 79.0, 0.43, 10.0, 0.1, 27.0, 0.63, 13.0, 39.0, 21.0, 12.0, 8.0, 18.0, 25.0, 86.0, 1.0, 2
1610612756.0, 72.0, 0.458, 11.0, 0.273, 25.0, 0.84, 10.0, 28.0, 27.0, 4.0, 4.0, 13.0, 23.0, 90.0, 0.0, 1610612746.0, 71.0, 0.423, 11.0, 0.364, 28.0, 0.75, 9.0, 29.0, 21.0, 3.0, 3.0, 13.0, 23.0, 85.0, 1.0, 1
1610612761.0, 89.0, 0.382, 4.0, 0.25, 34.0, 0.824, 18.0, 22.0, 17.0, 6.0, 1.0, 11.0, 25.0, 97.0, 0.0, 1610612746.0, 77.0, 0.545, 10.0, 0.3, 29.0, 0.793, 9.0, 32.0, 23.0, 7.0, 3.0, 13.0, 29.0, 110.0, 1.0, 2
1610612747.0, 95.0, 0.495, 27.0, 0.333, 29.0, 0.448, 14.0, 34.0, 29.0, 5.0, 11.0, 6.0, 16.0, 116.0, 0.0, 1610612746.0, 93.0, 0.495, 13.0, 0.462, 25.0, 0.64, 11.0, 37.0, 20.0, 3.0, 3.0, 11.0, 27.0, 114.0, 1.0, 1
1610612763.0, 84.0, 0.417, 13.0, 0.231, 23.0, 0.739, 13.0, 34.0, 19.0, 8.0, 11.0, 16.0, 15.0, 90.0, 0.0, 1610612746.0, 86.0, 0.419, 12.0, 0.417, 20.0, 0.75, 9.0, 31.0, 19.0, 14.0, 14.0, 13.0, 19.0, 92.0, 1.0, 2
1610612750.0, 82.0, 0.427, 13.0, 0.308, 28.0, 0.786, 13.0, 16.0, 20.0, 11.0, 5.0, 13.0, 25.0, 96.0, 0.0, 1610612746.0, 71.0, 0.563, 13.0, 0.308, 31.0, 0.613, 11.0, 33.0, 29.0, 4.0, 6.0, 18.0, 20.0, 103.0, 1.0, 2
1610612764.0, 89.0, 0.438, 7.0, 0.143, 31.0, 0.774, 17.0, 29.0, 25.0, 7.0, 7.0, 8.0, 24.0, 103.0, 0.0, 1610612746.0, 81.0, 0.42, 8.0, 0.25, 30.0, 0.8, 13.0, 30.0, 16.0, 5.0, 8.0, 13.0, 27.0, 94.0, 1.0, 1
1610612756.0, 92.0, 0.359, 19.0, 0.211, 23.0, 0.783, 25.0, 21.0, 17.0, 14.0, 7.0, 15.0, 26.0, 88.0, 0.0, 1610612746.0, 67.0, 0.463, 14.0, 0.714, 30.0, 0.867, 16.0, 32.0, 20.0, 8.0, 3.0, 23.0, 23.0, 98.0, 1.0, 2
1610612748.0, 87.0, 0.391, 22.0, 0.318, 27.0, 0.704, 11.0, 36.0, 13.0, 6.0, 2.0, 11.0, 19.0, 94.0, 0.0, 1610612746.0, 86.0, 0.384, 13.0, 0.385, 24.0, 0.708, 14.0, 36.0, 14.0, 5.0, 10.0, 16.0, 24.0, 88.0, 1.0, 1
1610612753.0, 85.0, 0.4, 13.0, 0.231, 17.0, 0.529, 19.0, 26.0, 20.0, 4.0, 11.0, 10.0, 21.0, 80.0, 0.0, 1610612746.0, 81.0, 0.432, 16.0, 0.25, 24.0, 0.75, 13.0, 28.0, 20.0, 7.0, 10.0, 12.0, 19.0, 92.0, 1.0, 2
1610612750.0, 82.0, 0.378, 9.0, 0.0, 29.0, 0.793, 12.0, 37.0, 21.0, 8.0, 9.0, 8.0, 18.0, 85.0, 0.0, 1610612746.0, 77.0, 0.364, 10.0, 0.1, 23.0, 0.696, 12.0, 40.0, 11.0, 6.0, 4.0, 16.0, 27.0, 73.0, 1.0, 1
1610612746.0, 68.0, 0.471, 10.0, 0.5, 22.0, 0.818, 8.0, 25.0, 19.0, 7.0, 6.0, 19.0, 24.0, 87.0, 0.0, 1610612766.0, 71.0, 0.507, 7.0, 0.286, 24.0, 0.75, 6.0, 23.0, 33.0, 11.0, 6.0, 10.0, 22.0, 92.0, 1.0, 2
1610612764.0, 73.0, 0.438, 8.0, 0.25, 27.0, 0.815, 11.0, 34.0, 21.0, 7.0, 4.0, 21.0, 28.0, 88.0, 0.0, 1610612746.0, 86.0, 0.395, 18.0, 0.444, 26.0, 0.654, 17.0, 31.0, 16.0, 8.0, 9.0, 15.0, 25.0, 93.0, 1.0, 2
1610612752.0, 78.0, 0.564, 12.0, 0.5, 16.0, 0.75, 9.0, 27.0, 22.0, 10.0, 2.0, 12.0, 25.0, 106.0, 0.0, 1610612746.0, 62.0, 0.452, 14.0, 0.143, 34.0, 0.588, 11.0, 25.0, 7.0, 6.0, 2.0, 22.0, 21.0, 78.0, 1.0, 1
1610612761.0, 87.0, 0.494, 10.0, 0.4, 25.0, 0.56, 9.0, 31.0, 31.0, 8.0, 4.0, 10.0, 24.0, 104.0, 0.0, 1610612746.0, 84.0, 0.429, 17.0, 0.471, 34.0, 0.441, 18.0, 35.0, 15.0, 3.0, 10.0, 19.0, 28.0, 95.0, 1.0, 1
1610612747.0, 83.0, 0.446, 17.0, 0.353, 24.0, 0.75, 14.0, 37.0, 21.0, 4.0, 10.0, 12.0, 21.0, 98.0, 0.0, 1610612746.0, 91.0, 0.385, 8.0, 0.0, 18.0, 0.722, 17.0, 28.0, 13.0, 5.0, 3.0, 9.0, 22.0, 83.0, 1.0, 1
1610612756.0, 86.0, 0.407, 12.0, 0.417, 24.0, 0.833, 6.0, 30.0, 25.0, 18.0, 5.0, 13.0, 27.0, 95.0, 0.0, 1610612746.0, 83.0, 0.386, 16.0, 0.188, 27.0, 0.815, 18.0, 40.0, 18.0, 5.0, 9.0, 28.0, 25.0, 89.0, 1.0, 1
1610612760.0, 81.0, 0.494, 12.0, 0.417, 16.0, 0.813, 5.0, 32.0, 24.0, 12.0, 8.0, 9.0, 19.0, 98.0, 0.0, 1610612746.0, 89.0, 0.393, 14.0, 0.214, 14.0, 0.571, 14.0, 34.0, 20.0, 4.0, 6.0, 17.0, 20.0, 81.0, 1.0, 1
1610612751.0, 79.0, 0.43, 11.0, 0.636, 24.0, 0.458, 12.0, 25.0, 17.0, 5.0, 12.0, 11.0, 20.0, 86.0, 0.0, 1610612746.0, 85.0, 0.388, 13.0, 0.385, 23.0, 0.609, 21.0, 33.0, 12.0, 2.0, 6.0, 21.0, 19.0, 85.0, 1.0, 1
1610612760.0, 93.0, 0.344, 15.0, 0.2, 30.0, 0.633, 18.0, 30.0, 12.0, 13.0, 3.0, 12.0, 24.0, 86.0, 0.0, 1610612746.0, 67.0, 0.448, 10.0, 0.3, 31.0, 0.645, 10.0, 43.0, 12.0, 6.0, 4.0, 30.0, 26.0, 83.0, 1.0, 1
1610612763.0, 71.0, 0.38, 9.0, 0.222, 21.0, 0.762, 13.0, 30.0, 19.0, 7.0, 3.0, 12.0, 24.0, 72.0, 0.0, 1610612746.0, 76.0, 0.395, 11.0, 0.455, 16.0, 0.688, 14.0, 24.0, 17.0, 3.0, 5.0, 11.0, 19.0, 76.0, 1.0, 2
1610612752.0, 80.0, 0.388, 10.0, 0.2, 12.0, 0.833, 10.0, 33.0, 11.0, 3.0, 7.0, 13.0, 21.0, 74.0, 0.0, 1610612746.0, 85.0, 0.376, 17.0, 0.235, 14.0, 0.714, 16.0, 31.0, 18.0, 5.0, 7.0, 11.0, 18.0, 78.0, 1.0, 2
1610612762.0, 75.0, 0.413, 9.0, 0.222, 38.0, 0.763, 12.0, 27.0, 23.0, 2.0, 7.0, 17.0, 31.0, 93.0, 0.0, 1610612746.0, 81.0, 0.296, 13.0, 0.231, 40.0, 0.9, 15.0, 25.0, 12.0, 8.0, 2.0, 15.0, 33.0, 87.0, 1.0, 1
1610612747.0, 93.0, 0.419, 15.0, 0.267, 36.0, 0.722, 17.0, 29.0, 28.0, 1.0, 7.0, 9.0, 22.0, 108.0, 0.0, 1610612746.0, 82.0, 0.488, 16.0, 0.375, 30.0, 0.567, 8.0, 33.0, 21.0, 4.0, 9.0, 9.0, 32.0, 103.0, 1.0, 1
1610612763.0, 87.0, 0.414, 13.0, 0.385, 25.0, 0.88, 18.0, 22.0, 23.0, 12.0, 2.0, 14.0, 23.0, 99.0, 0.0, 1610612746.0, 79.0, 0.481, 15.0, 0.133, 20.0, 0.65, 15.0, 29.0, 21.0, 7.0, 5.0, 20.0, 20.0, 91.0, 1.0, 1
1610612762.0, 85.0, 0.506, 10.0, 0.5, 31.0, 0.516, 11.0, 22.0, 33.0, 11.0, 4.0, 12.0, 30.0, 107.0, 0.0, 1610612746.0, 69.0, 0.493, 13.0, 0.308, 34.0, 0.647, 12.0, 32.0, 18.0, 3.0, 6.0, 24.0, 32.0, 94.0, 1.0, 1
1610612752.0, 78.0, 0.436, 20.0, 0.45, 16.0, 0.875, 7.0, 40.0, 12.0, 5.0, 3.0, 14.0, 21.0, 91.0, 0.0, 1610612747.0, 86.0, 0.326, 21.0, 0.333, 27.0, 0.667, 17.0, 33.0, 13.0, 10.0, 5.0, 9.0, 16.0, 81.0, 1.0, 1
1610612751.0, 80.0, 0.475, 18.0, 0.278, 27.0, 0.741, 9.0, 23.0, 15.0, 9.0, 2.0, 8.0, 23.0, 101.0, 0.0, 1610612747.0, 81.0, 0.506, 20.0, 0.4, 29.0, 0.793, 13.0, 30.0, 28.0, 3.0, 3.0, 13.0, 25.0, 113.0, 1.0, 2
1610612760.0, 66.0, 0.439, 10.0, 0.4, 37.0, 0.784, 9.0, 41.0, 19.0, 8.0, 3.0, 21.0, 23.0, 91.0, 0.0, 1610612747.0, 81.0, 0.346, 28.0, 0.286, 32.0, 0.5, 14.0, 26.0, 20.0, 10.0, 6.0, 14.0, 24.0, 80.0, 1.0, 1
1610612748.0, 76.0, 0.474, 20.0, 0.5, 27.0, 0.778, 12.0, 32.0, 22.0, 5.0, 4.0, 14.0, 30.0, 103.0, 0.0, 1610612747.0, 75.0, 0.44, 16.0, 0.188, 34.0, 0.676, 11.0, 28.0, 11.0, 9.0, 2.0, 14.0, 30.0, 92.0, 1.0, 1
1610612763.0, 96.0, 0.417, 21.0, 0.476, 27.0, 0.815, 11.0, 37.0, 22.0, 6.0, 0.0, 15.0, 27.0, 112.0, 0.0, 1610612747.0, 91.0, 0.505, 14.0, 0.429, 28.0, 0.536, 10.0, 36.0, 25.0, 10.0, 11.0, 12.0, 22.0, 113.0, 1.0, 2
1610612762.0, 76.0, 0.526, 6.0, 0.167, 42.0, 0.714, 12.0, 28.0, 21.0, 7.0, 1.0, 7.0, 27.0, 111.0, 0.0, 1610612747.0, 71.0, 0.479, 19.0, 0.316, 39.0, 0.744, 10.0, 22.0, 22.0, 5.0, 5.0, 13.0, 30.0, 103.0, 1.0, 1
1610612762.0, 69.0, 0.362, 9.0, 0.333, 24.0, 0.75, 10.0, 25.0, 14.0, 6.0, 6.0, 18.0, 26.0, 71.0, 0.0, 1610612747.0, 71.0, 0.437, 15.0, 0.2, 26.0, 0.654, 11.0, 31.0, 16.0, 12.0, 6.0, 13.0, 23.0, 82.0, 1.0, 2
1610612756.0, 95.0, 0.305, 19.0, 0.211, 25.0, 0.64, 19.0, 40.0, 14.0, 10.0, 5.0, 16.0, 21.0, 78.0, 0.0, 1610612747.0, 83.0, 0.494, 19.0, 0.526, 32.0, 0.719, 6.0, 44.0, 17.0, 12.0, 5.0, 12.0, 21.0, 115.0, 1.0, 2
1610612757.0, 76.0, 0.487, 11.0, 0.364, 46.0, 0.674, 12.0, 33.0, 19.0, 4.0, 5.0, 9.0, 29.0, 109.0, 0.0, 1610612747.0, 74.0, 0.473, 20.0, 0.3, 41.0, 0.683, 8.0, 26.0, 21.0, 5.0, 0.0, 11.0, 32.0, 104.0, 1.0, 1
1610612748.0, 79.0, 0.405, 16.0, 0.188, 16.0, 0.75, 11.0, 31.0, 14.0, 5.0, 4.0, 5.0, 20.0, 79.0, 0.0, 1610612747.0, 76.0, 0.447, 13.0, 0.462, 19.0, 0.368, 14.0, 33.0, 18.0, 1.0, 6.0, 11.0, 19.0, 81.0, 1.0, 2
1610612761.0, 103.0, 0.35, 22.0, 0.318, 29.0, 0.759, 21.0, 40.0, 26.0, 5.0, 5.0, 10.0, 31.0, 101.0, 0.0, 1610612747.0, 83.0, 0.458, 16.0, 0.25, 34.0, 0.706, 7.0, 38.0, 20.0, 4.0, 8.0, 11.0, 27.0, 104.0, 1.0, 2
1610612763.0, 80.0, 0.4, 8.0, 0.25, 18.0, 0.556, 8.0, 28.0, 17.0, 6.0, 2.0, 14.0, 14.0, 76.0, 0.0, 1610612747.0, 93.0, 0.441, 14.0, 0.429, 12.0, 0.833, 19.0, 39.0, 25.0, 6.0, 10.0, 13.0, 19.0, 98.0, 1.0, 2
1610612757.0, 85.0, 0.388, 13.0, 0.385, 27.0, 0.926, 18.0, 36.0, 18.0, 4.0, 4.0, 13.0, 22.0, 96.0, 0.0, 1610612747.0, 81.0, 0.407, 13.0, 0.308, 27.0, 0.593, 10.0, 26.0, 20.0, 8.0, 4.0, 9.0, 24.0, 86.0, 1.0, 1
1610612749.0, 82.0, 0.476, 17.0, 0.588, 24.0, 0.875, 9.0, 35.0, 23.0, 9.0, 3.0, 11.0, 22.0, 109.0, 0.0, 1610612747.0, 91.0, 0.451, 22.0, 0.455, 23.0, 0.565, 18.0, 32.0, 32.0, 5.0, 2.0, 14.0, 23.0, 105.0, 1.0, 1
1610612747.0, 90.0, 0.522, 15.0, 0.4, 19.0, 0.632, 12.0, 43.0, 36.0, 5.0, 5.0, 12.0, 19.0, 112.0, 0.0, 1610612765.0, 88.0, 0.42, 9.0, 0.333, 17.0, 0.647, 6.0, 33.0, 20.0, 7.0, 1.0, 12.0, 14.0, 88.0, 1.0, 1
1610612760.0, 76.0, 0.513, 12.0, 0.333, 34.0, 0.618, 11.0, 39.0, 22.0, 4.0, 9.0, 13.0, 19.0, 103.0, 0.0, 1610612747.0, 100.0, 0.42, 20.0, 0.3, 18.0, 0.278, 21.0, 31.0, 21.0, 5.0, 11.0, 8.0, 27.0, 95.0, 1.0, 1
1610612755.0, 87.0, 0.402, 11.0, 0.273, 14.0, 0.857, 14.0, 28.0, 15.0, 6.0, 3.0, 12.0, 25.0, 85.0, 0.0, 1610612747.0, 85.0, 0.435, 14.0, 0.357, 19.0, 0.895, 13.0, 31.0, 21.0, 5.0, 13.0, 14.0, 19.0, 96.0, 1.0, 2
1610612759.0, 81.0, 0.469, 9.0, 0.111, 32.0, 0.719, 11.0, 26.0, 22.0, 12.0, 2.0, 8.0, 28.0, 100.0, 0.0, 1610612747.0, 80.0, 0.512, 12.0, 0.25, 34.0, 0.706, 14.0, 32.0, 25.0, 6.0, 6.0, 14.0, 22.0, 109.0, 1.0, 2
1610612760.0, 82.0, 0.561, 15.0, 0.533, 24.0, 0.875, 7.0, 33.0, 27.0, 13.0, 5.0, 12.0, 25.0, 121.0, 0.0, 1610612747.0, 85.0, 0.412, 20.0, 0.05, 22.0, 0.773, 16.0, 24.0, 26.0, 8.0, 8.0, 21.0, 22.0, 88.0, 1.0, 1
1610612747.0, 101.0, 0.455, 27.0, 0.556, 24.0, 0.708, 19.0, 33.0, 29.0, 11.0, 12.0, 11.0, 29.0, 124.0, 0.0, 1610612754.0, 87.0, 0.425, 18.0, 0.389, 33.0, 0.788, 13.0, 33.0, 16.0, 3.0, 5.0, 18.0, 20.0, 107.0, 1.0, 1
1610612750.0, 92.0, 0.446, 14.0, 0.5, 21.0, 0.905, 12.0, 27.0, 20.0, 11.0, 2.0, 14.0, 21.0, 108.0, 0.0, 1610612747.0, 88.0, 0.523, 17.0, 0.471, 23.0, 0.652, 13.0, 35.0, 27.0, 6.0, 6.0, 19.0, 20.0, 115.0, 1.0, 2
1610612758.0, 91.0, 0.44, 25.0, 0.44, 22.0, 0.864, 11.0, 33.0, 21.0, 10.0, 3.0, 10.0, 23.0, 110.0, 0.0, 1610612747.0, 83.0, 0.494, 19.0, 0.316, 35.0, 0.686, 10.0, 36.0, 22.0, 4.0, 5.0, 15.0, 23.0, 112.0, 1.0, 2
1610612759.0, 78.0, 0.436, 11.0, 0.273, 24.0, 0.833, 11.0, 27.0, 22.0, 9.0, 5.0, 12.0, 17.0, 91.0, 0.0, 1610612747.0, 76.0, 0.474, 15.0, 0.333, 11.0, 0.364, 11.0, 26.0, 21.0, 6.0, 6.0, 18.0, 19.0, 81.0, 1.0, 1
1610612763.0, 76.0, 0.408, 17.0, 0.353, 25.0, 0.84, 6.0, 29.0, 23.0, 6.0, 2.0, 19.0, 27.0, 89.0, 0.0, 1610612747.0, 78.0, 0.487, 11.0, 0.273, 32.0, 0.594, 14.0, 31.0, 22.0, 13.0, 8.0, 19.0, 20.0, 98.0, 1.0, 2
1610612762.0, 66.0, 0.5, 9.0, 0.444, 38.0, 0.711, 7.0, 31.0, 22.0, 5.0, 5.0, 15.0, 31.0, 97.0, 0.0, 1610612747.0, 79.0, 0.43, 13.0, 0.231, 34.0, 0.618, 14.0, 25.0, 17.0, 5.0, 6.0, 12.0, 29.0, 92.0, 1.0, 1
1610612757.0, 85.0, 0.4, 11.0, 0.364, 16.0, 0.875, 13.0, 19.0, 18.0, 13.0, 1.0, 10.0, 28.0, 86.0, 0.0, 1610612747.0, 63.0, 0.571, 11.0, 0.455, 30.0, 0.633, 8.0, 31.0, 28.0, 5.0, 8.0, 20.0, 18.0, 96.0, 1.0, 2
1610612753.0, 80.0, 0.287, 16.0, 0.188, 18.0, 0.556, 15.0, 33.0, 11.0, 9.0, 8.0, 17.0, 21.0, 59.0, 0.0, 1610612748.0, 76.0, 0.368, 17.0, 0.412, 25.0, 0.72, 10.0, 42.0, 18.0, 10.0, 2.0, 14.0, 19.0, 81.0, 1.0, 2
1610612761.0, 76.0, 0.408, 15.0, 0.267, 30.0, 0.567, 13.0, 29.0, 11.0, 6.0, 2.0, 18.0, 21.0, 83.0, 0.0, 1610612748.0, 78.0, 0.513, 13.0, 0.308, 26.0, 0.731, 8.0, 33.0, 19.0, 12.0, 4.0, 13.0, 22.0, 103.0, 1.0, 2
1610612763.0, 78.0, 0.449, 15.0, 0.267, 16.0, 0.75, 10.0, 28.0, 24.0, 6.0, 2.0, 17.0, 20.0, 86.0, 0.0, 1610612748.0, 76.0, 0.474, 15.0, 0.467, 25.0, 0.72, 13.0, 30.0, 21.0, 10.0, 2.0, 14.0, 17.0, 97.0, 1.0, 2
1610612757.0, 77.0, 0.416, 9.0, 0.111, 23.0, 0.87, 10.0, 38.0, 22.0, 7.0, 2.0, 17.0, 19.0, 85.0, 0.0, 1610612748.0, 65.0, 0.385, 12.0, 0.333, 27.0, 0.741, 1.0, 28.0, 21.0, 12.0, 3.0, 15.0, 22.0, 74.0, 1.0, 1
1610612748.0, 73.0, 0.425, 14.0, 0.286, 35.0, 0.771, 7.0, 44.0, 19.0, 5.0, 1.0, 11.0, 21.0, 93.0, 0.0, 1610612765.0, 85.0, 0.412, 8.0, 0.25, 24.0, 0.542, 9.0, 32.0, 18.0, 7.0, 6.0, 8.0, 26.0, 85.0, 1.0, 1
1610612748.0, 74.0, 0.378, 17.0, 0.294, 12.0, 0.833, 7.0, 28.0, 12.0, 7.0, 0.0, 14.0, 20.0, 71.0, 0.0, 1610612754.0, 75.0, 0.427, 17.0, 0.412, 18.0, 0.889, 11.0, 35.0, 15.0, 7.0, 5.0, 14.0, 21.0, 87.0, 1.0, 2
1610612751.0, 73.0, 0.411, 12.0, 0.25, 17.0, 0.882, 8.0, 28.0, 12.0, 8.0, 5.0, 13.0, 24.0, 78.0, 0.0, 1610612748.0, 70.0, 0.386, 23.0, 0.261, 28.0, 0.75, 16.0, 27.0, 18.0, 7.0, 6.0, 15.0, 18.0, 81.0, 1.0, 2
1610612759.0, 66.0, 0.47, 13.0, 0.385, 19.0, 0.684, 5.0, 35.0, 18.0, 4.0, 8.0, 11.0, 17.0, 80.0, 0.0, 1610612748.0, 82.0, 0.366, 17.0, 0.235, 9.0, 0.889, 11.0, 29.0, 16.0, 9.0, 3.0, 7.0, 21.0, 72.0, 1.0, 1
1610612748.0, 93.0, 0.441, 26.0, 0.385, 27.0, 0.667, 7.0, 31.0, 23.0, 7.0, 5.0, 9.0, 27.0, 110.0, 0.0, 1610612765.0, 83.0, 0.422, 15.0, 0.467, 32.0, 0.781, 13.0, 40.0, 19.0, 5.0, 6.0, 19.0, 29.0, 102.0, 1.0, 1
1610612764.0, 76.0, 0.474, 12.0, 0.417, 16.0, 0.875, 11.0, 30.0, 17.0, 3.0, 5.0, 13.0, 26.0, 91.0, 0.0, 1610612748.0, 77.0, 0.494, 18.0, 0.333, 21.0, 0.762, 5.0, 22.0, 16.0, 2.0, 2.0, 5.0, 20.0, 98.0, 1.0, 2
1610612748.0, 80.0, 0.425, 25.0, 0.28, 22.0, 0.727, 10.0, 32.0, 25.0, 8.0, 2.0, 16.0, 20.0, 91.0, 0.0, 1610612754.0, 67.0, 0.433, 13.0, 0.154, 23.0, 0.826, 4.0, 30.0, 13.0, 12.0, 7.0, 16.0, 24.0, 79.0, 1.0, 1
1610612751.0, 81.0, 0.37, 12.0, 0.333, 19.0, 0.842, 18.0, 23.0, 15.0, 8.0, 5.0, 13.0, 28.0, 80.0, 0.0, 1610612748.0, 61.0, 0.475, 15.0, 0.267, 31.0, 0.774, 5.0, 29.0, 20.0, 7.0, 3.0, 16.0, 23.0, 86.0, 1.0, 2
1610612748.0, 65.0, 0.292, 15.0, 0.333, 25.0, 0.52, 8.0, 25.0, 15.0, 12.0, 1.0, 17.0, 22.0, 56.0, 0.0, 1610612766.0, 70.0, 0.371, 10.0, 0.1, 23.0, 0.522, 17.0, 39.0, 18.0, 12.0, 4.0, 22.0, 28.0, 65.0, 1.0, 2
1610612760.0, 77.0, 0.506, 13.0, 0.538, 20.0, 0.7, 10.0, 31.0, 22.0, 10.0, 7.0, 16.0, 26.0, 99.0, 0.0, 1610612748.0, 76.0, 0.368, 20.0, 0.3, 23.0, 0.826, 11.0, 26.0, 18.0, 4.0, 3.0, 17.0, 18.0, 81.0, 1.0, 1
1610612758.0, 82.0, 0.402, 17.0, 0.412, 31.0, 0.903, 13.0, 28.0, 19.0, 14.0, 8.0, 15.0, 26.0, 101.0, 0.0, 1610612748.0, 82.0, 0.463, 16.0, 0.438, 21.0, 0.667, 16.0, 27.0, 18.0, 6.0, 3.0, 22.0, 30.0, 97.0, 1.0, 1
1610612764.0, 74.0, 0.432, 8.0, 0.375, 28.0, 0.821, 13.0, 29.0, 22.0, 4.0, 7.0, 11.0, 26.0, 90.0, 0.0, 1610612748.0, 71.0, 0.451, 13.0, 0.385, 32.0, 0.75, 10.0, 24.0, 16.0, 4.0, 6.0, 7.0, 20.0, 93.0, 1.0, 2
1610612762.0, 75.0, 0.4, 15.0, 0.333, 37.0, 0.784, 13.0, 20.0, 16.0, 13.0, 4.0, 14.0, 32.0, 94.0, 0.0, 1610612748.0, 56.0, 0.482, 15.0, 0.4, 38.0, 0.842, 6.0, 27.0, 14.0, 7.0, 6.0, 22.0, 31.0, 92.0, 1.0, 1
1610612752.0, 83.0, 0.373, 14.0, 0.071, 26.0, 0.692, 13.0, 28.0, 10.0, 8.0, 6.0, 7.0, 29.0, 81.0, 0.0, 1610612748.0, 63.0, 0.413, 17.0, 0.176, 35.0, 0.829, 6.0, 38.0, 13.0, 1.0, 8.0, 15.0, 21.0, 84.0, 1.0, 2
1610612749.0, 82.0, 0.439, 17.0, 0.471, 24.0, 0.917, 15.0, 31.0, 14.0, 5.0, 3.0, 14.0, 23.0, 102.0, 0.0, 1610612748.0, 77.0, 0.442, 24.0, 0.458, 25.0, 0.88, 9.0, 28.0, 19.0, 10.0, 9.0, 10.0, 20.0, 101.0, 1.0, 1
1610612757.0, 68.0, 0.456, 14.0, 0.214, 19.0, 0.789, 8.0, 35.0, 14.0, 6.0, 3.0, 18.0, 21.0, 80.0, 0.0, 1610612748.0, 83.0, 0.422, 10.0, 0.2, 18.0, 0.778, 13.0, 29.0, 18.0, 12.0, 2.0, 9.0, 21.0, 86.0, 1.0, 2
1610612755.0, 73.0, 0.521, 7.0, 0.429, 17.0, 0.882, 7.0, 28.0, 23.0, 8.0, 6.0, 15.0, 19.0, 94.0, 0.0, 1610612748.0, 77.0, 0.377, 13.0, 0.308, 16.0, 0.688, 12.0, 26.0, 16.0, 9.0, 4.0, 13.0, 18.0, 73.0, 1.0, 1
