'TEAM_ID', 'FGA', 'FG_PCT', 'FG3A', 'FG3_PCT', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'AST', 'STL', 'BLK', 'TO', 'PF', 'PTS', 'HOME', 'TEAM_ID_O', 'FGA_O', 'FG_PCT_O', 'FG3A_O', 'FG3_PCT_O', 'FTA_O', 'FT_PCT_O', 'OREB_O', 'DREB_O', 'AST_O', 'STL_O', 'BLK_O', 'TO_O', 'PF_O', 'PTS_O', 'HOME_O'
1610612744.0, 83.0, 0.422, 5.0, 0.2, 26.0, 0.692, 18.0, 35.0, 20.0, 5.0, 8.0, 15.0, 15.0, 89.0, 0.0, 1610612741.0, 80.0, 0.362, 11.0, 0.273, 20.0, 0.8, 12.0, 30.0, 27.0, 11.0, 5.0, 16.0, 21.0, 77.0, 1.0, 1
1610612747.0, 79.0, 0.519, 12.0, 0.583, 28.0, 0.536, 13.0, 27.0, 25.0, 4.0, 3.0, 12.0, 14.0, 104.0, 0.0, 1610612741.0, 89.0, 0.472, 11.0, 0.273, 12.0, 0.75, 16.0, 26.0, 20.0, 5.0, 5.0, 10.0, 23.0, 96.0, 1.0, 1
1610612762.0, 70.0, 0.614, 9.0, 0.556, 28.0, 0.643, 11.0, 41.0, 33.0, 5.0, 13.0, 19.0, 26.0, 109.0, 0.0, 1610612741.0, 81.0, 0.272, 8.0, 0.125, 24.0, 0.792, 13.0, 18.0, 15.0, 11.0, 7.0, 10.0, 24.0, 64.0, 1.0, 1
1610612743.0, 72.0, 0.431, 11.0, 0.364, 32.0, 0.719, 13.0, 34.0, 23.0, 1.0, 7.0, 18.0, 31.0, 89.0, 0.0, 1610612741.0, 83.0, 0.361, 13.0, 0.308, 34.0, 0.618, 10.0, 22.0, 22.0, 9.0, 7.0, 5.0, 26.0, 85.0, 1.0, 1
1610612745.0, 71.0, 0.549, 19.0, 0.421, 32.0, 0.75, 11.0, 32.0, 23.0, 9.0, 3.0, 15.0, 17.0, 110.0, 0.0, 1610612741.0, 88.0, 0.409, 9.0, 0.222, 13.0, 0.692, 18.0, 20.0, 14.0, 10.0, 2.0, 17.0, 27.0, 83.0, 1.0, 1
1610612761.0, 74.0, 0.527, 12.0, 0.417, 21.0, 0.714, 9.0, 35.0, 32.0, 4.0, 5.0, 14.0, 16.0, 98.0, 0.0, 1610612741.0, 75.0, 0.387, 8.0, 0.375, 17.0, 0.824, 7.0, 29.0, 20.0, 10.0, 3.0, 13.0, 21.0, 75.0, 1.0, 1
1610612753.0, 96.0, 0.406, 16.0, 0.125, 13.0, 0.769, 16.0, 25.0, 28.0, 7.0, 6.0, 12.0, 32.0, 90.0, 0.0, 1610612741.0, 75.0, 0.4, 9.0, 0.556, 42.0, 0.714, 22.0, 36.0, 22.0, 6.0, 8.0, 18.0, 23.0, 95.0, 1.0, 2
1610612764.0, 83.0, 0.313, 8.0, 0.125, 52.0, 0.673, 22.0, 33.0, 15.0, 9.0, 10.0, 9.0, 28.0, 88.0, 0.0, 1610612741.0, 82.0, 0.329, 17.0, 0.294, 36.0, 0.667, 15.0, 36.0, 16.0, 4.0, 8.0, 15.0, 31.0, 83.0, 1.0, 1
1610612754.0, 73.0, 0.411, 15.0, 0.467, 32.0, 0.844, 8.0, 25.0, 18.0, 8.0, 5.0, 11.0, 23.0, 94.0, 0.0, 1610612741.0, 70.0, 0.4, 6.0, 0.5, 24.0, 0.917, 12.0, 29.0, 14.0, 4.0, 5.0, 21.0, 28.0, 81.0, 1.0, 1
1610612751.0, 79.0, 0.418, 4.0, 0.25, 38.0, 0.658, 14.0, 31.0, 18.0, 12.0, 5.0, 13.0, 28.0, 92.0, 0.0, 1610612741.0, 71.0, 0.408, 11.0, 0.273, 33.0, 0.636, 9.0, 32.0, 21.0, 6.0, 7.0, 18.0, 29.0, 82.0, 1.0, 1
1610612758.0, 73.0, 0.548, 13.0, 0.385, 19.0, 0.789, 5.0, 32.0, 29.0, 12.0, 6.0, 17.0, 23.0, 100.0, 0.0, 1610612741.0, 67.0, 0.388, 8.0, 0.75, 29.0, 0.793, 7.0, 22.0, 19.0, 8.0, 4.0, 19.0, 20.0, 81.0, 1.0, 1
1610612743.0, 88.0, 0.432, 15.0, 0.4, 24.0, 0.833, 16.0, 33.0, 27.0, 3.0, 7.0, 11.0, 24.0, 102.0, 0.0, 1610612742.0, 82.0, 0.439, 15.0, 0.467, 23.0, 0.913, 6.0, 26.0, 22.0, 7.0, 9.0, 10.0, 21.0, 100.0, 1.0, 1
1610612763.0, 74.0, 0.378, 13.0, 0.154, 29.0, 0.862, 15.0, 26.0, 20.0, 3.0, 4.0, 16.0, 21.0, 83.0, 0.0, 1610612742.0, 88.0, 0.523, 12.0, 0.417, 25.0, 0.92, 14.0, 30.0, 24.0, 9.0, 5.0, 7.0, 24.0, 120.0, 1.0, 2
1610612755.0, 80.0, 0.537, 11.0, 0.364, 33.0, 0.727, 10.0, 35.0, 28.0, 15.0, 5.0, 17.0, 17.0, 114.0, 0.0, 1610612742.0, 85.0, 0.459, 24.0, 0.333, 18.0, 0.667, 10.0, 31.0, 20.0, 12.0, 8.0, 19.0, 23.0, 98.0, 1.0, 1
1610612743.0, 80.0, 0.338, 20.0, 0.35, 24.0, 0.75, 12.0, 35.0, 15.0, 4.0, 3.0, 15.0, 22.0, 79.0, 0.0, 1610612742.0, 96.0, 0.375, 18.0, 0.444, 21.0, 0.81, 23.0, 40.0, 26.0, 10.0, 7.0, 10.0, 19.0, 97.0, 1.0, 2
1610612753.0, 89.0, 0.393, 19.0, 0.368, 44.0, 0.659, 16.0, 35.0, 21.0, 12.0, 5.0, 15.0, 30.0, 106.0, 0.0, 1610612742.0, 105.0, 0.362, 20.0, 0.2, 42.0, 0.833, 29.0, 40.0, 18.0, 8.0, 7.0, 18.0, 30.0, 115.0, 1.0, 2
1610612742.0, 78.0, 0.436, 7.0, 0.429, 22.0, 0.909, 6.0, 23.0, 18.0, 10.0, 6.0, 8.0, 17.0, 91.0, 0.0, 1610612766.0, 79.0, 0.456, 10.0, 0.3, 17.0, 0.882, 17.0, 33.0, 25.0, 2.0, 5.0, 17.0, 23.0, 90.0, 1.0, 1
1610612758.0, 82.0, 0.549, 21.0, 0.524, 17.0, 0.882, 4.0, 38.0, 23.0, 10.0, 8.0, 13.0, 20.0, 116.0, 0.0, 1610612742.0, 87.0, 0.437, 26.0, 0.423, 24.0, 0.75, 11.0, 31.0, 24.0, 6.0, 5.0, 15.0, 20.0, 105.0, 1.0, 1
1610612756.0, 94.0, 0.426, 16.0, 0.125, 22.0, 0.955, 9.0, 33.0, 31.0, 18.0, 6.0, 9.0, 20.0, 103.0, 0.0, 1610612742.0, 81.0, 0.395, 16.0, 0.188, 22.0, 0.864, 10.0, 39.0, 15.0, 4.0, 10.0, 23.0, 20.0, 86.0, 1.0, 1
1610612749.0, 78.0, 0.462, 17.0, 0.353, 27.0, 0.889, 10.0, 37.0, 20.0, 6.0, 6.0, 16.0, 17.0, 102.0, 0.0, 1610612742.0, 89.0, 0.416, 17.0, 0.176, 21.0, 0.81, 12.0, 28.0, 13.0, 11.0, 1.0, 10.0, 21.0, 94.0, 1.0, 1
1610612750.0, 92.0, 0.37, 11.0, 0.091, 20.0, 0.85, 14.0, 31.0, 19.0, 4.0, 7.0, 14.0, 22.0, 86.0, 0.0, 1610612742.0, 88.0, 0.5, 16.0, 0.438, 19.0, 0.579, 9.0, 38.0, 27.0, 7.0, 6.0, 11.0, 22.0, 106.0, 1.0, 2
1610612764.0, 95.0, 0.358, 11.0, 0.455, 12.0, 1.0, 15.0, 29.0, 18.0, 6.0, 1.0, 12.0, 21.0, 85.0, 0.0, 1610612742.0, 72.0, 0.5, 13.0, 0.385, 30.0, 0.867, 6.0, 36.0, 21.0, 6.0, 1.0, 17.0, 13.0, 103.0, 1.0, 2
1610612761.0, 87.0, 0.437, 10.0, 0.4, 36.0, 0.694, 12.0, 30.0, 23.0, 13.0, 2.0, 14.0, 20.0, 105.0, 0.0, 1610612742.0, 82.0, 0.524, 17.0, 0.529, 24.0, 0.833, 8.0, 36.0, 19.0, 8.0, 9.0, 16.0, 25.0, 115.0, 1.0, 2
1610612765.0, 95.0, 0.442, 9.0, 0.333, 31.0, 0.645, 18.0, 34.0, 25.0, 4.0, 1.0, 8.0, 25.0, 107.0, 0.0, 1610612742.0, 77.0, 0.455, 25.0, 0.28, 34.0, 0.794, 9.0, 35.0, 20.0, 5.0, 7.0, 12.0, 26.0, 104.0, 1.0, 1
1610612745.0, 82.0, 0.476, 21.0, 0.476, 33.0, 0.788, 12.0, 37.0, 30.0, 8.0, 3.0, 14.0, 32.0, 114.0, 0.0, 1610612742.0, 74.0, 0.378, 16.0, 0.375, 45.0, 0.822, 10.0, 31.0, 16.0, 5.0, 3.0, 16.0, 31.0, 99.0, 1.0, 1
1610612746.0, 87.0, 0.425, 13.0, 0.231, 31.0, 0.613, 17.0, 28.0, 24.0, 10.0, 6.0, 13.0, 19.0, 96.0, 0.0, 1610612742.0, 76.0, 0.513, 12.0, 0.5, 25.0, 0.84, 10.0, 37.0, 23.0, 7.0, 7.0, 16.0, 27.0, 105.0, 1.0, 2
1610612760.0, 81.0, 0.457, 12.0, 0.25, 19.0, 0.842, 8.0, 40.0, 18.0, 5.0, 2.0, 20.0, 27.0, 93.0, 0.0, 1610612742.0, 81.0, 0.506, 22.0, 0.455, 33.0, 0.667, 5.0, 34.0, 30.0, 12.0, 7.0, 10.0, 23.0, 114.0, 1.0, 2
1610612747.0, 71.0, 0.535, 16.0, 0.438, 39.0, 0.641, 13.0, 37.0, 24.0, 4.0, 1.0, 18.0, 25.0, 108.0, 0.0, 1610612742.0, 83.0, 0.446, 18.0, 0.333, 31.0, 0.742, 6.0, 24.0, 23.0, 7.0, 0.0, 5.0, 32.0, 103.0, 1.0, 1
1610612757.0, 80.0, 0.475, 17.0, 0.412, 23.0, 0.783, 12.0, 22.0, 26.0, 14.0, 2.0, 15.0, 23.0, 101.0, 0.0, 1610612742.0, 81.0, 0.494, 7.0, 0.286, 26.0, 0.923, 17.0, 30.0, 20.0, 5.0, 5.0, 17.0, 19.0, 106.0, 1.0, 2
1610612765.0, 82.0, 0.366, 13.0, 0.462, 33.0, 0.727, 16.0, 29.0, 19.0, 7.0, 7.0, 13.0, 26.0, 90.0, 0.0, 1610612742.0, 77.0, 0.468, 24.0, 0.417, 18.0, 0.944, 6.0, 30.0, 23.0, 3.0, 4.0, 16.0, 30.0, 99.0, 1.0, 2
1610612755.0, 77.0, 0.429, 17.0, 0.294, 27.0, 0.852, 12.0, 34.0, 16.0, 6.0, 7.0, 17.0, 19.0, 94.0, 0.0, 1610612742.0, 95.0, 0.463, 24.0, 0.417, 17.0, 0.824, 13.0, 29.0, 24.0, 8.0, 3.0, 9.0, 24.0, 112.0, 1.0, 2
1610612754.0, 70.0, 0.514, 13.0, 0.538, 30.0, 0.6, 10.0, 26.0, 23.0, 10.0, 4.0, 12.0, 21.0, 97.0, 0.0, 1610612742.0, 76.0, 0.434, 17.0, 0.471, 19.0, 0.947, 10.0, 26.0, 19.0, 5.0, 3.0, 17.0, 24.0, 92.0, 1.0, 1
1610612751.0, 73.0, 0.329, 7.0, 0.429, 27.0, 0.815, 8.0, 25.0, 14.0, 8.0, 4.0, 15.0, 25.0, 73.0, 0.0, 1610612742.0, 70.0, 0.529, 17.0, 0.294, 25.0, 0.8, 6.0, 38.0, 20.0, 9.0, 7.0, 16.0, 20.0, 99.0, 1.0, 2
1610612752.0, 82.0, 0.378, 14.0, 0.214, 27.0, 0.741, 13.0, 22.0, 18.0, 7.0, 4.0, 6.0, 20.0, 85.0, 0.0, 1610612742.0, 73.0, 0.548, 18.0, 0.389, 8.0, 0.875, 8.0, 38.0, 17.0, 2.0, 4.0, 16.0, 26.0, 94.0, 1.0, 2
1610612745.0, 72.0, 0.5, 30.0, 0.3, 34.0, 0.824, 12.0, 28.0, 22.0, 8.0, 3.0, 14.0, 25.0, 109.0, 0.0, 1610612742.0, 79.0, 0.468, 18.0, 0.444, 23.0, 0.87, 10.0, 24.0, 16.0, 6.0, 1.0, 14.0, 28.0, 102.0, 1.0, 1
1610612747.0, 84.0, 0.44, 10.0, 0.3, 39.0, 0.564, 21.0, 30.0, 18.0, 7.0, 6.0, 15.0, 22.0, 99.0, 0.0, 1610612742.0, 86.0, 0.5, 11.0, 0.182, 11.0, 0.818, 9.0, 23.0, 21.0, 6.0, 4.0, 11.0, 31.0, 97.0, 1.0, 1
1610612744.0, 91.0, 0.33, 13.0, 0.154, 25.0, 0.64, 20.0, 32.0, 21.0, 10.0, 3.0, 13.0, 19.0, 78.0, 0.0, 1610612742.0, 84.0, 0.452, 22.0, 0.409, 18.0, 0.667, 12.0, 44.0, 26.0, 11.0, 7.0, 18.0, 21.0, 97.0, 1.0, 2
1610612757.0, 74.0, 0.514, 12.0, 0.25, 21.0, 0.762, 12.0, 27.0, 22.0, 10.0, 5.0, 16.0, 19.0, 95.0, 0.0, 1610612742.0, 76.0, 0.408, 15.0, 0.333, 18.0, 0.944, 14.0, 23.0, 17.0, 8.0, 2.0, 19.0, 24.0, 84.0, 1.0, 1
1610612761.0, 80.0, 0.438, 13.0, 0.154, 25.0, 0.84, 15.0, 36.0, 22.0, 3.0, 3.0, 16.0, 21.0, 93.0, 0.0, 1610612742.0, 91.0, 0.462, 18.0, 0.333, 20.0, 0.85, 10.0, 29.0, 21.0, 5.0, 4.0, 5.0, 18.0, 107.0, 1.0, 2
1610612743.0, 80.0, 0.4, 13.0, 0.308, 27.0, 0.593, 16.0, 34.0, 20.0, 4.0, 3.0, 11.0, 20.0, 84.0, 0.0, 1610612742.0, 81.0, 0.481, 19.0, 0.579, 25.0, 0.76, 11.0, 35.0, 26.0, 6.0, 7.0, 7.0, 22.0, 108.0, 1.0, 2
1610612760.0, 90.0, 0.478, 13.0, 0.308, 29.0, 0.897, 19.0, 31.0, 17.0, 5.0, 4.0, 14.0, 22.0, 116.0, 0.0, 1610612742.0, 78.0, 0.5, 26.0, 0.462, 30.0, 0.667, 10.0, 23.0, 21.0, 5.0, 6.0, 14.0, 27.0, 110.0, 1.0, 1
1610612762.0, 89.0, 0.404, 14.0, 0.357, 30.0, 0.7, 15.0, 28.0, 22.0, 8.0, 5.0, 11.0, 22.0, 98.0, 0.0, 1610612742.0, 71.0, 0.535, 18.0, 0.5, 25.0, 0.88, 4.0, 35.0, 23.0, 6.0, 9.0, 16.0, 21.0, 107.0, 1.0, 2
1610612763.0, 78.0, 0.462, 11.0, 0.364, 18.0, 0.667, 9.0, 27.0, 28.0, 12.0, 3.0, 15.0, 19.0, 88.0, 0.0, 1610612742.0, 73.0, 0.452, 16.0, 0.438, 25.0, 0.72, 9.0, 35.0, 16.0, 6.0, 6.0, 16.0, 19.0, 91.0, 1.0, 2
1610612760.0, 89.0, 0.371, 26.0, 0.308, 25.0, 0.84, 19.0, 28.0, 21.0, 10.0, 3.0, 16.0, 17.0, 95.0, 0.0, 1610612742.0, 83.0, 0.494, 10.0, 0.4, 18.0, 0.722, 13.0, 34.0, 20.0, 10.0, 9.0, 16.0, 20.0, 99.0, 1.0, 2
1610612756.0, 83.0, 0.518, 11.0, 0.182, 18.0, 0.611, 12.0, 33.0, 27.0, 14.0, 7.0, 22.0, 25.0, 99.0, 0.0, 1610612742.0, 75.0, 0.387, 13.0, 0.231, 21.0, 0.81, 8.0, 25.0, 18.0, 9.0, 2.0, 22.0, 21.0, 78.0, 1.0, 1
1610612746.0, 74.0, 0.419, 8.0, 0.125, 33.0, 0.394, 17.0, 33.0, 13.0, 6.0, 4.0, 16.0, 21.0, 76.0, 0.0, 1610612742.0, 78.0, 0.397, 14.0, 0.429, 27.0, 0.815, 12.0, 29.0, 15.0, 7.0, 6.0, 10.0, 26.0, 90.0, 1.0, 2
1610612758.0, 73.0, 0.534, 18.0, 0.389, 29.0, 0.828, 6.0, 40.0, 32.0, 6.0, 2.0, 14.0, 19.0, 109.0, 0.0, 1610612742.0, 89.0, 0.404, 9.0, 0.111, 13.0, 0.846, 10.0, 27.0, 17.0, 7.0, 2.0, 10.0, 21.0, 84.0, 1.0, 1
1610612759.0, 83.0, 0.373, 7.0, 0.429, 18.0, 0.667, 15.0, 39.0, 15.0, 5.0, 2.0, 16.0, 20.0, 77.0, 0.0, 1610612742.0, 86.0, 0.395, 13.0, 0.154, 12.0, 0.75, 14.0, 35.0, 18.0, 5.0, 15.0, 12.0, 26.0, 79.0, 1.0, 2
1610612763.0, 77.0, 0.494, 10.0, 0.2, 29.0, 0.793, 12.0, 41.0, 20.0, 8.0, 5.0, 19.0, 27.0, 101.0, 0.0, 1610612742.0, 84.0, 0.369, 8.0, 0.125, 17.0, 0.647, 11.0, 25.0, 10.0, 7.0, 9.0, 17.0, 25.0, 74.0, 1.0, 1
1610612743.0, 79.0, 0.468, 17.0, 0.294, 26.0, 0.654, 12.0, 26.0, 23.0, 4.0, 7.0, 18.0, 32.0, 96.0, 0.0, 1610612742.0, 77.0, 0.494, 19.0, 0.421, 29.0, 0.828, 6.0, 28.0, 26.0, 5.0, 4.0, 12.0, 26.0, 108.0, 1.0, 2
1610612762.0, 68.0, 0.544, 7.0, 0.571, 47.0, 0.723, 10.0, 27.0, 27.0, 8.0, 1.0, 12.0, 30.0, 112.0, 0.0, 1610612742.0, 76.0, 0.461, 22.0, 0.5, 29.0, 0.862, 12.0, 25.0, 21.0, 2.0, 4.0, 16.0, 30.0, 106.0, 1.0, 1
1610612754.0, 70.0, 0.457, 16.0, 0.313, 29.0, 0.655, 12.0, 28.0, 18.0, 7.0, 3.0, 19.0, 28.0, 88.0, 0.0, 1610612742.0, 75.0, 0.467, 15.0, 0.4, 21.0, 0.857, 8.0, 24.0, 18.0, 8.0, 7.0, 13.0, 24.0, 94.0, 1.0, 2
1610612749.0, 83.0, 0.398, 19.0, 0.316, 26.0, 0.808, 17.0, 34.0, 16.0, 6.0, 7.0, 18.0, 27.0, 93.0, 0.0, 1610612742.0, 88.0, 0.398, 25.0, 0.36, 27.0, 0.667, 20.0, 32.0, 22.0, 9.0, 9.0, 17.0, 26.0, 97.0, 1.0, 2
1610612749.0, 86.0, 0.5, 20.0, 0.4, 25.0, 0.88, 9.0, 24.0, 27.0, 11.0, 1.0, 8.0, 22.0, 116.0, 0.0, 1610612743.0, 83.0, 0.494, 21.0, 0.286, 30.0, 0.767, 14.0, 31.0, 25.0, 4.0, 2.0, 15.0, 22.0, 111.0, 1.0, 1
1610612762.0, 73.0, 0.493, 8.0, 0.25, 35.0, 0.657, 6.0, 30.0, 31.0, 11.0, 5.0, 8.0, 22.0, 97.0, 0.0, 1610612743.0, 83.0, 0.398, 29.0, 0.207, 22.0, 0.864, 14.0, 28.0, 23.0, 3.0, 8.0, 13.0, 29.0, 91.0, 1.0, 1
1610612762.0, 83.0, 0.446, 16.0, 0.438, 22.0, 0.773, 13.0, 28.0, 28.0, 8.0, 7.0, 13.0, 20.0, 98.0, 0.0, 1610612743.0, 77.0, 0.455, 22.0, 0.409, 23.0, 0.739, 14.0, 30.0, 18.0, 6.0, 3.0, 14.0, 16.0, 96.0, 1.0, 1
1610612745.0, 85.0, 0.471, 18.0, 0.389, 21.0, 0.619, 13.0, 30.0, 18.0, 7.0, 6.0, 13.0, 22.0, 100.0, 0.0, 1610612743.0, 79.0, 0.443, 19.0, 0.579, 32.0, 0.75, 12.0, 34.0, 30.0, 6.0, 9.0, 11.0, 14.0, 105.0, 1.0, 2
1610612763.0, 93.0, 0.398, 12.0, 0.333, 28.0, 0.679, 13.0, 31.0, 30.0, 5.0, 2.0, 11.0, 25.0, 97.0, 0.0, 1610612743.0, 89.0, 0.461, 19.0, 0.632, 31.0, 0.871, 15.0, 37.0, 33.0, 5.0, 11.0, 10.0, 23.0, 121.0, 1.0, 2
1610612760.0, 88.0, 0.443, 22.0, 0.409, 29.0, 0.828, 14.0, 23.0, 27.0, 4.0, 6.0, 8.0, 16.0, 111.0, 0.0, 1610612743.0, 82.0, 0.561, 27.0, 0.593, 16.0, 0.875, 7.0, 30.0, 34.0, 7.0, 10.0, 9.0, 23.0, 122.0, 1.0, 2
1610612758.0, 90.0, 0.411, 22.0, 0.227, 18.0, 0.778, 8.0, 37.0, 27.0, 9.0, 6.0, 11.0, 12.0, 93.0, 0.0, 1610612743.0, 100.0, 0.44, 26.0, 0.385, 9.0, 0.889, 16.0, 42.0, 26.0, 5.0, 7.0, 16.0, 17.0, 106.0, 1.0, 2
1610612746.0, 79.0, 0.443, 13.0, 0.385, 24.0, 0.708, 9.0, 30.0, 22.0, 8.0, 8.0, 16.0, 19.0, 92.0, 0.0, 1610612743.0, 76.0, 0.434, 16.0, 0.25, 25.0, 0.64, 8.0, 32.0, 17.0, 10.0, 7.0, 15.0, 22.0, 86.0, 1.0, 1
1610612763.0, 84.0, 0.464, 18.0, 0.556, 24.0, 0.708, 9.0, 35.0, 27.0, 1.0, 6.0, 14.0, 23.0, 105.0, 0.0, 1610612743.0, 107.0, 0.43, 19.0, 0.368, 18.0, 0.722, 24.0, 28.0, 24.0, 4.0, 7.0, 7.0, 19.0, 112.0, 1.0, 2
1610612743.0, 87.0, 0.437, 22.0, 0.227, 18.0, 0.722, 11.0, 33.0, 31.0, 2.0, 12.0, 8.0, 24.0, 94.0, 0.0, 1610612766.0, 83.0, 0.373, 5.0, 0.2, 32.0, 0.75, 15.0, 32.0, 19.0, 6.0, 5.0, 7.0, 19.0, 87.0, 1.0, 1
1610612762.0, 79.0, 0.392, 10.0, 0.3, 31.0, 0.71, 12.0, 30.0, 24.0, 5.0, 13.0, 19.0, 24.0, 87.0, 0.0, 1610612743.0, 85.0, 0.459, 20.0, 0.35, 20.0, 0.75, 10.0, 29.0, 28.0, 10.0, 13.0, 14.0, 22.0, 100.0, 1.0, 2
1610612744.0, 96.0, 0.417, 14.0, 0.214, 19.0, 0.895, 15.0, 35.0, 30.0, 11.0, 5.0, 14.0, 20.0, 100.0, 0.0, 1610612743.0, 91.0, 0.462, 26.0, 0.346, 25.0, 0.72, 15.0, 36.0, 28.0, 7.0, 4.0, 14.0, 15.0, 111.0, 1.0, 2
1610612749.0, 93.0, 0.387, 22.0, 0.409, 37.0, 0.865, 15.0, 30.0, 20.0, 6.0, 8.0, 11.0, 41.0, 113.0, 0.0, 1610612743.0, 68.0, 0.471, 22.0, 0.364, 60.0, 0.8, 8.0, 35.0, 26.0, 7.0, 8.0, 17.0, 31.0, 120.0, 1.0, 2
1610612761.0, 90.0, 0.433, 9.0, 0.333, 15.0, 0.867, 14.0, 34.0, 29.0, 6.0, 4.0, 7.0, 22.0, 94.0, 0.0, 1610612743.0, 88.0, 0.42, 15.0, 0.333, 18.0, 0.778, 12.0, 34.0, 26.0, 5.0, 8.0, 9.0, 17.0, 93.0, 1.0, 1
1610612746.0, 92.0, 0.489, 12.0, 0.25, 21.0, 0.714, 16.0, 28.0, 29.0, 7.0, 10.0, 10.0, 27.0, 108.0, 0.0, 1610612743.0, 93.0, 0.473, 17.0, 0.353, 23.0, 0.652, 18.0, 29.0, 32.0, 5.0, 7.0, 13.0, 18.0, 109.0, 1.0, 2
1610612756.0, 85.0, 0.494, 13.0, 0.385, 17.0, 0.765, 7.0, 40.0, 34.0, 6.0, 10.0, 14.0, 25.0, 102.0, 0.0, 1610612743.0, 89.0, 0.382, 9.0, 0.556, 26.0, 0.769, 10.0, 30.0, 20.0, 7.0, 3.0, 11.0, 21.0, 93.0, 1.0, 1
1610612757.0, 86.0, 0.407, 12.0, 0.5, 25.0, 0.8, 16.0, 29.0, 25.0, 5.0, 5.0, 10.0, 23.0, 96.0, 0.0, 1610612743.0, 86.0, 0.523, 20.0, 0.35, 24.0, 0.792, 11.0, 29.0, 29.0, 8.0, 8.0, 9.0, 19.0, 116.0, 1.0, 2
1610612765.0, 89.0, 0.483, 13.0, 0.538, 18.0, 0.722, 12.0, 33.0, 32.0, 6.0, 7.0, 15.0, 20.0, 106.0, 0.0, 1610612743.0, 92.0, 0.5, 25.0, 0.28, 17.0, 0.529, 11.0, 25.0, 35.0, 8.0, 8.0, 10.0, 21.0, 108.0, 1.0, 2
1610612745.0, 93.0, 0.419, 22.0, 0.318, 18.0, 0.833, 19.0, 29.0, 17.0, 5.0, 4.0, 13.0, 17.0, 100.0, 0.0, 1610612743.0, 85.0, 0.482, 15.0, 0.4, 21.0, 0.667, 14.0, 30.0, 21.0, 9.0, 2.0, 10.0, 20.0, 102.0, 1.0, 2
1610612759.0, 78.0, 0.436, 16.0, 0.438, 31.0, 0.677, 9.0, 37.0, 22.0, 5.0, 8.0, 15.0, 25.0, 96.0, 0.0, 1610612743.0, 83.0, 0.398, 19.0, 0.421, 31.0, 0.903, 10.0, 36.0, 22.0, 10.0, 7.0, 11.0, 23.0, 102.0, 1.0, 2
1610612748.0, 76.0, 0.474, 19.0, 0.421, 21.0, 0.762, 5.0, 39.0, 30.0, 6.0, 4.0, 14.0, 21.0, 96.0, 0.0, 1610612743.0, 77.0, 0.416, 15.0, 0.467, 20.0, 0.7, 8.0, 29.0, 25.0, 6.0, 5.0, 16.0, 28.0, 85.0, 1.0, 1
1610612752.0, 82.0, 0.451, 10.0, 0.5, 20.0, 0.85, 12.0, 36.0, 22.0, 3.0, 1.0, 12.0, 23.0, 96.0, 0.0, 1610612743.0, 81.0, 0.395, 20.0, 0.3, 25.0, 0.72, 15.0, 29.0, 17.0, 7.0, 4.0, 8.0, 20.0, 88.0, 1.0, 1
1610612753.0, 85.0, 0.424, 21.0, 0.381, 31.0, 0.742, 14.0, 35.0, 24.0, 7.0, 6.0, 13.0, 24.0, 103.0, 0.0, 1610612743.0, 85.0, 0.4, 15.0, 0.133, 31.0, 0.742, 13.0, 27.0, 13.0, 9.0, 4.0, 10.0, 24.0, 93.0, 1.0, 1
1610612748.0, 86.0, 0.465, 10.0, 0.3, 18.0, 0.667, 13.0, 35.0, 26.0, 9.0, 3.0, 16.0, 19.0, 95.0, 0.0, 1610612743.0, 81.0, 0.37, 9.0, 0.222, 21.0, 0.762, 12.0, 29.0, 13.0, 11.0, 5.0, 17.0, 20.0, 78.0, 1.0, 1
1610612755.0, 80.0, 0.4, 14.0, 0.357, 39.0, 0.744, 14.0, 28.0, 19.0, 8.0, 8.0, 20.0, 30.0, 98.0, 0.0, 1610612743.0, 85.0, 0.4, 14.0, 0.214, 39.0, 0.872, 13.0, 34.0, 21.0, 9.0, 8.0, 13.0, 29.0, 105.0, 1.0, 2
1610612760.0, 86.0, 0.419, 23.0, 0.435, 18.0, 0.556, 11.0, 34.0, 21.0, 6.0, 6.0, 15.0, 21.0, 92.0, 0.0, 1610612743.0, 96.0, 0.438, 19.0, 0.263, 18.0, 0.778, 21.0, 36.0, 31.0, 8.0, 14.0, 13.0, 21.0, 103.0, 1.0, 2
1610612745.0, 87.0, 0.46, 19.0, 0.316, 42.0, 0.548, 11.0, 30.0, 22.0, 11.0, 6.0, 11.0, 27.0, 109.0, 0.0, 1610612743.0, 94.0, 0.436, 11.0, 0.091, 26.0, 0.846, 17.0, 34.0, 28.0, 4.0, 11.0, 14.0, 28.0, 105.0, 1.0, 1
1610612750.0, 86.0, 0.442, 14.0, 0.357, 19.0, 1.0, 9.0, 37.0, 26.0, 7.0, 5.0, 16.0, 20.0, 100.0, 0.0, 1610612743.0, 82.0, 0.476, 18.0, 0.667, 25.0, 0.68, 5.0, 32.0, 27.0, 7.0, 3.0, 13.0, 19.0, 107.0, 1.0, 2
